ID	Adresse	Geogr. Br.	Geogr. Lg.
27215	Bessenkamp o.Nr. gegenüber von Nr. 43	53.585498	10.187032
27217	Berner Brücke o.Nr. bei Nr. 4	53.628117	10.14248
27218	Meiendorfer Weg o.Nr. auf der Höhe von Nr. 70	53.636862	10.162495
27279	Altengammer Hausdeich o.Nr.	53.428444	10.25116
27298	Altrahlstedter Stieg o.Nr.|Anny-Tollens-Weg o.Nr.	53.598729	10.150037
27312	Ahrensburger Weg o.Nr. östlich von Nr. 136	53.658266	10.187501
27313	Ahrensburger Weg o.Nr. bei Nr. 140	53.658631	10.187796
27314	Ahrensburger Weg o.Nr. östlich von Nr. 143	53.659781	10.186845
27317	Ahrensburger Weg o.Nr. östlich von Nr. 136	53.658257	10.187506
27318	Moorbekweg o.Nr.	53.66339	10.183779
27319	Im Ulenbusch o.Nr.	53.667658	10.168608
27320	Im Regestall o.Nr. Beim Lottbeker Teich.	53.670942	10.161073
27322	Im Regestall o.Nr. Beim Lottbeker Teich.	53.670857	10.160953
27373	Im Alten Dorfe o.Nr.	53.648978	10.167331
27374	Im Alten Dorfe o.Nr.	53.648918	10.167424
27376	Schmalenremen o.Nr. auf dem Waldfriedhof, im Innenhof der Kapelle	53.668277	10.160499
27377	Wiesenhöfen o.Nr.	53.648918	10.167424
27378	Wiesenhöfen o.Nr.	53.648978	10.167331
27408	Im Regestall o.Nr.	53.664322	10.155796
27423	Am Friedhof o.Nr. auf der Höhe von Nr. 10	53.594952	10.153922
27443	Meiendorfer Straße  o.Nr., gegenüber Nr. 180	53.630742	10.182064
27458	Kirchenstegel o.Nr.	53.428713	10.269828
27461	Dove-Elbe		
27466	Reinbeker Weg o.Nr.|Sichter o.Nr.	53.48834	10.216408
27475	Tonndorfer Weg o.Nr.	53.596284	10.139933
27476	Birrenkovenallee o.Nr. südlich der Straße	53.608292	10.159061
27480	Mühlenbrook o.Nr.	53.690532	10.158946
27481	Im Regestall o.Nr. Unter der Lottbek.	53.670916	10.161592
27483	Alte Mühle o.Nr. bei Nr. 34	53.671026	10.108932
27484	Rabenhorst o.Nr. in der Grünanlage bei Nr. 13	53.641283	10.084649
27485	Claus-Ferck-Straße 1|Claus-Ferck-Straße 1a|Weiße Rose o.Nr.	53.648546	10.164197
27486	Ölmühlenweg o.Nr. zwischen Nr. 33a und 33b	53.582661	10.100058
27487	Josthöhe o.Nr. zwischen Nr. 92 und 98	53.637249	10.044212
27488	Josthöhe o.Nr. zwischen Nr. 59a und 67	53.637061	10.045435
27506	Am Soldatenfriedhof 21	53.462623	9.976279
27513	Dampfschiffsweg o.Nr.|Harburger Binnenhafen	53.473119	9.986092
27558	Neuengammer Hinterdeich o.Nr. ohne Nr.|Reitbrooker Hinterdeich o.Nr. ohne Nr.	53.456118	10.160063
27559	Neuengammer Hausdeich o.Nr. nördlich von Nr. 649	53.465475	10.172734
27561	Kraueler Hauptdeich o.Nr. nordöstlich von Nr. 261	53.403479	10.242808
27573	Jean-Dolidier-Weg o.Nr. bei Nr. 39	53.434425	10.233103
27574	Jean-Dolidier-Weg o.Nr. bei Nr. 39, hinter der Denkmalanlage für die KZ-Opfer	53.434499	10.233055
27582	Neuengammer Hausdeich o.Nr. bei Nr. 201	53.444082	10.230447
27585	Karkenstegel o.Nr. bei Nr. 5	53.44465	10.221495
27586	Karkenstegel o.Nr. bei Nr. 5	53.444859	10.221734
27591	Kraueler Hauptdeich o.Nr. südlich Nr. 115	53.397987	10.222034
27592	Kuwerdamm o.Nr.	53.427649	10.119759
27624	Norderquerweg o.Nr. bei Nr. 1	53.437155	10.188235
27632	Kirchenheerweg o.Nr. nördlich von Nr. 10	53.419059	10.199771
27633	Kirchenheerweg o.Nr. nördlich von Nr. 10	53.419113	10.199827
27634	Kirchenheerweg o.Nr. südlich von Nr. 28	53.41645	10.19596
27635	Durchdeich 47 an der Nordwestecke des Grundstücks Nr. 47	53.444205	10.123902
27637	Ochsenwerder Landscheideweg o.Nr. gegenüber von Nr. 214/ 216	53.450258	10.118538
27638	Alter Kirchdeich o.Nr. auf dem Friedhof	53.475991	10.08571
27639	Alter Kirchdeich o.Nr. auf dem Friedhof	53.476198	10.086704
27647	Ochsenwerder Kirchendeich o.Nr.	53.475121	10.082911
27650	Elversweg o.Nr.	53.469819	10.070703
27653	Alter Kirchdeich o.Nr.	53.475467	10.083578
27654	Alter Kirchdeich o.Nr. bei Nr. 5	53.475995	10.085957
27664	Sietwende o.Nr. auf der Kreuzung Vorderdeich	53.467787	10.148496
27665	Vorderdeich o.Nr. auf der Kreuzung	53.467807	10.148502
27666	Moorfleeter Deich o.Nr. gegenüber von Nr. 435	53.486835	10.097486
27669	Allermöher Deich o.Nr. bei der Reitbrooker Mühlenbrücke im Grünstreifen neben der Fahrbahn	53.468025	10.175816
27671	Allermöher Deich o.Nr. gegenüber von Nr. 119	53.481678	10.132124
27678	Billwerder Billdeich o.Nr. gegenüber von Nr. 146	53.513423	10.128863
27686	Billwerder Billdeich o.Nr. gegenüber von Nr. 140	53.514227	10.127611
27699	Moorfleeter Kirchenweg o.Nr.	53.511188	10.082412
27701	Moorfleeter Kirchenweg o.Nr. neben Nr. 56	53.511796	10.082203
27704	Moorfleeter Kirchenweg o.Nr. neben Nr. 56	53.51126	10.081817
27724	Feuerwache Bergedorf	53.487194	10.216443
27743	Bergedorfer Schloßstraße o.Nr. im Hof des Bergedorfer Schlosses	53.489623	10.212484
27755	Vinhagenweg o.Nr.  im Schlossgarten	53.489537	10.214957
27817	Museumsplatz o.Nr.	53.458732	9.977161
27842	Nartenstraße o.Nr.	53.46814	9.992252
27845	Sand o.Nr.	53.461623	9.981381
27877	Maretstraße  o.Nr.	53.456776	9.98158
27879	Moorwerder Norderdeich o.Nr.	53.473248	10.053079
27880	Moorwerder Hauptdeich o.Nr.	53.467869	10.053309
27881	Moorwerder Westerdeich o.Nr.	53.4778	10.043365
27929	Serrahn	53.488813	10.209307
27931	Serrahnstraße o.Nr.	53.489082	10.208705
27989	Neuengammer Stichkanal	53.432964	10.235914
27991	Klapperhof o.Nr.	53.496104	10.202072
27993	Foortstegel o.Nr.	53.448115	10.227491
27994	Foortstegel o.Nr.	53.447213	10.227414
27995	Achter de Wisch o.Nr.	53.446355	10.22465
27996	Feldstegel o.Nr.	53.445262	10.221293
27997	Karkenstegel o.Nr.	53.445649	10.222302
27998	Karkendamm o.Nr.	53.446413	10.222049
27999	Lütte Stegel o.Nr.	53.445761	10.224859
28005	Harburger Rathausplatz o.Nr. neben der Unterführung zum Sand	53.460879	9.980388
28017	Alte Harburger Elbbrücke o.Nr.	53.473486	9.994993
28051	Großmoordamm o.Nr. neben Nr. 277	53.446083	10.034066
28059	Besselstraße o.Nr.	53.443329	9.999492
28069	Auf der Höhe o.Nr.	53.505746	10.012765
28093	Speiseöl- und Fettfabrik Mohr (Ortsteilzentrum "Honigfabrik")	53.51572	9.982784
28104	Mannesallee o.Nr. südl. von Nr. 23	53.514178	9.990129
28130	Steintorwall o.Nr.	53.551957	10.005724
28143	Moorfleeter Deich o.Nr. gegenüber von Nr. 41	53.504634	10.091128
28147	Im Neugrabener Dorf o.Nr.	53.479031	9.858788
28168	Marmstorfer Weg o.Nr.	53.443244	9.973569
28185	Sinstorfer Kirchweg o.Nr. südwestlich von Nr. 8	53.424087	9.977169
28187	Sinstorfer Kirchweg o.Nr. neben Nr. 20	53.424584	9.974586
28190	Sinstorfer Kirchweg o.Nr. südwestlich von Nr. 8	53.424055	9.977373
28197	Feuerteichweg o.Nr.|Handweg o.Nr.	53.437019	9.965336
28199	Appelbütteler Weg o.Nr.|Feuerteichweg o.Nr.|Handweg o.Nr.	53.436583	9.963929
28201	Feuerteichweg o.Nr.	53.436232	9.96433
28207	Lürader Weg o.Nr. gegenüber dem Schulhaus	53.435673	9.964759
28265	Moorburger Straße 16 Haus 001	53.477434	9.952065
28266	Moorburger Straße 15 Haus 001-003	53.477567	9.951463
28274	Kuhtrift o.Nr. Neben 016	53.463146	9.924574
28298	Konsul-Ritter-Straße o.Nr.	53.470051	9.976335
28333	Moorwerder Hauptdeich o.Nr. Bunthäuser Spitze	53.456871	10.069082
28368	Schönenfelder Straße o.Nr.	53.501385	10.019242
28388	Stillhorner Weg o.Nr. Bei 050a	53.480074	10.026256
28389	Stillhorner Weg o.Nr. westlich von 056a	53.480952	10.027182
28420	Bonifatiusstraße 1 Bonifatiusplatz|Bonifatiusstraße o.Nr.	53.50437	9.986039
28429	Bahnbetriebswerk Hamburg-Wilhelmsburg	53.510938	10.006308
28442	Barkendal o.Nr. zugl. Hoppenstieg	53.458826	9.86431
28445	Fischbeker Heideweg o.Nr. an der Gabelung Fischbektal	53.443638	9.854413
28447	Fischbeker Weg o.Nr.	53.473327	9.828722
28467	Fischbektal o.Nr. an der Gabelung Fischbeker Heideweg	53.443638	9.854413
28477	Achtern Brack o.Nr.	53.508209	9.845948
28485	Neuenfelder Fährdeich o.Nr.	53.527174	9.7895
28486	Organistenweg o.Nr.	53.520856	9.808739
28499	Organistenweg o.Nr.	53.520697	9.811142
28504	Organistenweg o.Nr.	53.520798	9.811151
28507	Rosengarten o.Nr.	53.521791	9.809098
28508	Vierzigstücken o.Nr.	53.510159	9.834949
28509	Hasselwerder Straße o.Nr.	53.51804	9.813947
28511	Hohenwischer Straße o.Nr.	53.504486	9.868289
28524	Harburger Binnenhafen	53.470772	9.99037
28525	Harburger Holzhafen	53.470366	9.981577
28526	Harburger Werfthafen	53.470086	9.983819
28527	Kaufhauskanal	53.465888	9.98187
28528	Lotsekanal	53.467712	9.983538
28529	Östliche Binnengraft	53.468814	9.987781
28530	Östlicher Bahnhofskanal	53.46358	9.989456
28531	Schiffgraben	53.46796	9.993489
28532	Überwinterungshafen	53.469315	9.987927
28533	Verkehrshafen	53.469315	9.987927
28534	Westlicher Bahnhofskanal	53.464927	9.985605
28535	Ziegelwiesenkanal	53.467352	9.979904
28536	Lotsekai o.Nr.	53.467561	9.985082
28537	Holzhafenklappbrücke	53.468919	9.980688
28538	Nartenstraße o.Nr.	53.465783	9.989883
28539	Lotsestieg 4	53.467378	9.988256
28540	An der Horeburg o.Nr.	53.471099	9.987159
28548	Harburger Rathausplatz o.Nr.	53.459029	9.979688
28549	Falkenbergsweg o.Nr. o. Nr.	53.444556	9.868896
28550	Falkenbergsweg o.Nr. o. Nr.	53.442147	9.867136
28554	Falkenbergsweg o.Nr. Verlängerung des Falkenbergsweg als Wanderweg im Naturschutzgebiet Schwarzeberge	53.440519	9.863869
28555	Falkenbergsweg o.Nr. Verlängerung des Falkenbergsweg als Wanderweg im Naturschutzgebiet Schwarzeberge	53.440531	9.863442
28556	Falkenbergsweg o.Nr. Verlängerung des Falkenbergsweg als Wanderweg im Naturschutzgebiet Schwarzeberge	53.438436	9.860606
28566	Georg-Wilhelm-Straße 162|Mengestraße o.Nr.	53.499463	9.992555
28568	Äußerer Schmidtkanal	53.494802	9.982853
28569	Blumensand o.Nr. nördlich von Nr. 27	53.50345	9.959492
28572	Winsener Straße 220 Am südlichen Rand des Grundstücks	53.422494	9.978665
28573	Winsener Straße 220 Am südlichen Rand des Grundstücks	53.422259	9.977759
28577	Köhlbrandbrücke o.Nr.	53.519193	9.949717
28664	Finkenwerder Landscheideweg o.Nr.|Norderkirchenweg o.Nr.	53.528275	9.865332
28673	Busbrookhöhe o.Nr. Ecke Berner Heerweg	53.618297	10.125408
28684	Hachmannplatz o.Nr.	53.553932	10.007934
28691	Stenvort o.Nr.	53.56888	9.945638
28692	Rothenhauschaussee o.Nr. Nördlich von Nr. 189	53.476237	10.258644
28693	Rothenhauschaussee o.Nr. Nördlich von Nr. 203	53.474385	10.260004
28697	Alte Kollaustraße 44|Alte Kollaustraße 46|Nedderfeld o.Nr.	53.604159	9.965082
28701	Billhorner Deich o.Nr. südl. von Nr. 90	53.537772	10.042674
28702	Hachmannbrücke o.Nr.	53.520505	9.952701
28703	Howaldtbrücke	53.521453	9.94832
28987	Fernsichtbrücke o.Nr.	53.580801	10.002673
28990	Immenhöven o.Nr.	53.661021	10.022103
28991	Fritz-Schumacher-Allee o.Nr.	53.664763	10.027996
28993	Hartmannsau o.Nr.	53.662708	10.025907
29000	Finkenwerder Landscheideweg o.Nr.	53.52801	9.865424
29001	Kirchenaußendeichsweg o.Nr. 33	53.526668	9.865562
29016	Fischmarkt o.Nr.	53.545819	9.953421
29026	Harburger Rathausplatz o.Nr.	53.459033	9.979702
29036	Rabenhorst o.Nr. neben Nr. 7	53.641638	10.084177
29038	Sülldorfer Kirchenweg o.Nr. hinter Nr. 262	53.585801	9.794454
29040	Steinwegenskoppel 4|Steinwegenskoppel o.Nr.	53.65227	10.138176
29041	Steinwegenskoppel o.Nr. nördlich der Einmündung von Bartelssaal an der Westseite des Weges, der von Steinwegenskoppel kommt.	53.651455	10.137492
29042	Steinwegenskoppel o.Nr. südlich der Einmündung von Bartelssaal , nördlich eines Wanderweges nach Bekwisch.	53.651024	10.137308
29043	Rahmoor o.Nr.	53.633663	9.984696
29084	Cranachplatz o.Nr.	53.562757	9.888143
29151	Allianzhochhaus mit Altbau	53.548307	9.990936
29179	Dammtorwall 46|Gorch-Fock-Wall 21|Johannes-Brahms-Platz o.Nr.	53.556104	9.981135
29198	Droopweg o.Nr. hinter Nr. 33|Wichernsweg o.Nr. hinter Nr. 16	53.553081	10.063341
29200	Maschinenfabrik Gall & Seitz, ehem.	53.533037	9.97929
29205	Feuerwache Berliner Tor	53.554719	10.024278
29247	Helene-Lange-Gymnasium	53.573758	9.975128
29285	Arbeitsamt Harburg	53.463137	9.980491
29290	Lohseplatz o.Nr.|Steinschanze o.Nr.	53.541832	10.007413
29291	Dulsberg-Nord o.Nr.	53.584171	10.065616
29297	Am Kaiserkai o.Nr.	53.541315	9.989456
29304	Insel Neuwerk o.Nr. Kirchhofswisch	53.913801	8.500137
29305	Worthdamm o.Nr. östlich von Nr. 45a	53.528954	9.98341
29307	Reiherkai o.Nr.		
29309	Kronprinzkai o.Nr.		
29310	Travehafen	53.520971	9.967641
29311	Stettiner Ufer o.Nr.		
29313	Israelitische Töchterschule Karolinenstraße/ Flora-Neumann-Straße	53.560246	9.97474
29315	Pianoforte-Mechaniken-Fabrik Isermann Schulterblatt	53.561209	9.963509
29317	Hafenkrankenhaus Seewartenstraße/Zirkusweg	53.547822	9.969604
29318	Wohnhaus Fritz Schumacher An der Alster 39	53.559077	10.009962
29319	Postzeugamt	53.556926	9.986098
29321	Christianeum	53.557627	9.8736
29322	Heilige Dreieinigkeitskirche	53.556537	10.007896
29323	Norddeutsche Grossverzinkerei Apparatebau Carl Sager	53.537652	10.054008
29325	Liebigbrücke	53.536045	10.073452
29326	Kinderkrankenhaus Rothenburgsort und Schule	53.535036	10.045649
29329	Freihafenelbbrücke o.Nr.	53.533195	10.022075
29332	Schokoladenfabrik Wendenstraße	53.547941	10.032893
29333	St.-Olaf-Kirche	53.553713	10.098049
29334	Schule Rhiemsweg	53.554211	10.075288
29336	Wasserwerk Billstedt Öjendorfer Weg	53.541969	10.11061
29337	St.-Paulus-Kirche	53.539973	10.107525
29341	Trinitatiskirche	53.530367	10.127929
29343	Friedhof Schiffbek	53.55238	10.115361
29344	Friedhof Öjendorf	53.556714	10.128574
29345	Halskestraße o.Nr. nördlich der Halskebrücke	53.52665	10.074596
29346	Ausschläger Allee o.Nr. nördlich der Tiefstacker Brücke	53.529517	10.068803
29347	Schiffsladebrücke mit Kran am Moorfleeter Kanal	53.52397	10.072333
29349	Neue Elbbrücke o.Nr.	53.5318	10.025962
29350	Faßabfüll- und Lagerhallen der Firma Texaco Reiherdamm	53.528732	9.97816
29353	Aueschule Finkenwerder; Schule Ostfrieslandstraße	53.527664	9.885015
29356	Kongresszentrum und Hotelhochhaus (Radisson SAS-Hotel)	53.56152	9.986453
29357	Schule Burgstraße	53.556718	10.038964
29367	Palmaille o.Nr.	53.54625	9.940637
29368	Arbeitsamt Altona	53.565868	9.943515
29375	Schule Moortwiete in der Daimlerstraße	53.559084	9.921441
29380	Hof Eggerstedt Bockhorst 163	53.571559	9.841318
29385	Armenhaus Altona Lübbersmeyerweg	53.57505	9.85518
29395	Georg-Bonne-Straße 86	53.553056	9.849475
29399	Landhaus Roosen	53.55059	9.848078
29400	Gasthaus Louis C. Jacob Elbchaussee	53.550368	9.843867
29420	Statthalterplatz 2	53.55861	9.886276
29421	Christuskirche	53.553357	9.892183
29423	Betty-Stift	53.547485	9.913742
29430	Hochrad o.Nr. gegenüber von Nr. 75	53.554946	9.866358
29439	Friedhofskapelle Blankenese mit Glockenturm	53.576289	9.800207
29443	Schule Kahlkamp	53.560922	9.805403
29446	Gasthausanlage Süllbergsterrasse 2	53.559855	9.800894
29450	Landsitz Münchmeyer	53.566695	9.756227
29452	Gudrunstraße o.Nr.	53.588013	9.760306
29453	Arbeiterwohnhäuser Falkensteiner Weg 2, 4a/4b	53.562649	9.779608
29454	Schule Schulkamp	53.552555	9.846851
29456	Georg-Bonne-Straße 53	53.552559	9.84893
29469	Bei der Paul-Gerhardt-Kirche o.Nr. nördlich von Nr. 2-6	53.561829	9.921871
29470	Bugenhagenkirche	53.572982	9.868748
29472	Fabrik Conz-Elektrizitäts-Gesellschaft	53.561704	9.914026
29473	Sarlingheim Von-Hutten-Straße	53.571006	9.909003
29489	Elbchaussee / Övelgönne	53.545239	9.909893
29507	Blankeneser Bahnhofstraße o.Nr.|Mühlenberger Weg o.Nr.	53.561557	9.812012
29512	Bethlehemkirche, ehem.	53.576917	9.963001
29513	Harvestehuder Weg o.Nr. neben Nr. 1 a	53.567301	10.001959
29515	Synagoge Hohe Weide	53.572889	9.969121
29524	Alsterpark / Alstervorland	53.572801	10.001032
29534	Verheißungskirche	53.635268	9.957487
29540	Sassenhof	53.630101	9.930885
29548	Alsterufer o.Nr. Ecke Fontenay	53.56488	9.999006
29551	AKN-Bahnhof Eidelstedt-Ost Nebenbahnstraße	53.61198	9.902488
29567	Tabakfabrik Hoheluftchaussee	53.582288	9.970331
29571	Siemersplatz o.Nr.	53.599294	9.965215
29572	Russisch-orthodoxe Kirche des seligen Prokop	53.584223	9.946851
29576	Neuapostolische Kirche - Pastorat	53.585879	9.978808
29577	Gymnasium Curschmannstraße	53.587832	9.97595
29581	Kellinghusens Park	53.58885	9.98868
29585	Martinistraße o.Nr.	53.590177	9.976595
29594	Krugkoppel o.Nr.	53.579034	9.998479
29602	Epiphanienkirche Winterhude	53.588617	10.02291
29605	Fachhochschule, Fachbereich Architektur / Bauingenieurwesen Hebebrandstraße	53.607774	10.029199
29606	Alsterdorfer Sporthalle	53.602702	10.002158
29609	Fabrikanlage Schülke und Mayr Moorfurthweg	53.584669	10.008845
29618	Alsterkanal im Abschnitt zwischen Fuhlsbütteler Schleuse und Krugkoppelbrücke:, U-Bahnhof Klosterstern	53.611656	10.010587
29622	Hauptfriedhof Ohlsdorf	53.622276	10.058978
29626	Schule Ratsmühlendamm	53.626274	10.020896
29633	Schule Osterbekstraße	53.584024	10.032609
29646	Christuskirche Wandsbek und Friedhof	53.572834	10.071554
29652	Kirche Der Gute Hirte	53.571498	10.120474
29659	Cantatekirche Duvenstedt	53.704705	10.106544
29660	Duvenstedter Damm o.Nr. neben Nr. 29	53.706932	10.111099
29667	Veringkanal	53.508952	9.982923
29668	Kupferdamm o.Nr. in den Anlagen am Kupferteich	53.596158	10.118416
29673	Bramfelder Dorfplatz o.Nr. südlich von Nr. 1	53.614038	10.076395
29674	Am Ehrenmal o.Nr. westlich von Nr. 14a	53.624567	10.081262
29676	Vicelinkirche	53.65428	10.113306
29682	Poppenbüttler Hauptstraße o.Nr.	53.659847	10.086674
29683	Saseler Damm o.Nr. westlich von Nr. 38, in den Alsteranlagen an der Poppenbütteler Schleuse	53.657009	10.088475
29691	Redderbarg o.Nr. gegenüber von Nr. 39	53.681938	10.102438
29704	Mühlenredder o.Nr. im Wohldorfer Wald	53.702972	10.132051
29705	Kriegerdenkmal auf dem Waldfriedhof Ole Boomgaarden	53.707525	10.154722
29709	Haus Maetzel	53.66028	10.171347
29712	St.-Gabriel-Kirche	53.660133	10.168873
29726	Im Alten Dorfe o.Nr. vor Nr. 41, Ecke Eulenkrugpfad	53.649361	10.167544
29736	Deepenhorn o.Nr. gegenüber von Heubergerstraße 22	53.630123	10.162155
29737	Rahlstedter Bahnhofstraße o.Nr.	53.600071	10.154115
29738	Helmut-Steidl-Platz o.Nr. neben Rahlstedter Bahnhofstraße 4b	53.60452	10.154861
29741	Altengammer Hausdeich o.Nr. hinter Altengammer Hausdeich 84 bis Altengammer Elbdeich 166	53.437726	10.259429
29774	Riepenburger Mühle Kirchwerder Mühlendamm 75, 75a	53.40823	10.208431
29792	Alter Kirchdeich o.Nr. auf dem Friedhof	53.476097	10.084594
29830	Dreifaltigkeitskirche Harburg	53.462768	9.980404
29834	Neuer Friedhof Bergedorf	53.479511	10.245587
29836	Schule Am Brink (ehem.)	53.484906	10.216812
29850	Harburger Stadtpark	53.446436	9.975514
29876	Rethebrücke o.Nr.	53.503951	9.96666
29885	St. Pankratius in Neuenfelde	53.520744	9.811038
29894	St.-Maximilian-Kolbe-Kirche	53.498267	10.013485
29896	Mariä-Himmelfahrt-Kirche / Landhaus Söchting	53.608361	10.155752
29908	Bei den Mühren 66, 69, 69a	53.544991	9.991833
29909	Spiegel-Haus und IBM-Haus	53.547105	9.998726
29910	Brandstwiete / Willy-Brandt-Straße / Zippelhaus	53.546792	9.996578
29911	Speicherstadt	53.544668	9.993722
29912	Kontorhausviertel	53.548891	10.001577
29913	Altstädter Hof, westlicher Bauteil (Burchardstraße / Mohlenhofstraße / Steinstraße)	53.549573	10.00087
29914	Speicherensemble Cremon 33-36	53.545966	9.988519
29917	Deichtorhallen Deichtorstraße	53.546743	10.00577
29918	Hesse-Newman-Haus / Friedrichshof	53.553727	10.00016
29920	Kunsthalle	53.555282	10.00303
29923	Kirchenruine Hauptkirche St. Nikolai Hopfenmarkt / Neue Burg / Ost-West-Straße / Wölberstieg	53.547531	9.991146
29924	Hopfensack / Kleine Reichenstraße / Schopenstehl	53.548561	9.998861
29929	Kleine Reichenstraße / Schopenstehl	53.548566	9.997964
29930	Klöpperhaus Bugenhagenstraße / Lange Mühren / Mönckebergstraße	53.551125	10.004255
29931	Altstädter Hof, östlicher Bauteil (Altstädter Hof / Springeltwiete / Steinstraße)	53.549671	10.002427
29932	Barkhof I-III	53.551756	10.002629
29933	Bibliothek Barkhof / Mönckebergstraße	53.549525	9.996425
29934	Postamt 11 Mönkedamm	53.549238	9.98921
29935	Neue Gröningerstraße / Zippelhaus	53.546444	9.995838
29937	Rathausmarkt	53.551123	9.993281
29939	Alter Wall / Rathausmarkt	53.5508	9.99099
29943	Admiralitätshof & Neidlinger-Haus	53.54894	9.984672
29944	Alsterarkaden	53.552084	9.992496
29946	Alter Steinweg / Großneumarkt / Steinwegpassage / Wexstraße	53.551052	9.981589
29948	Bäckerbreitergang / Dragonerstal	53.55512	9.981725
29951	Colonnaden	53.556339	9.990353
29954	Siedlung Breiter Gang / Kohlhöfen / Kornträgergang / Neustädter Straße / Rademachergang	53.552448	9.982152
29958	Bleichenbrücke / Neuer Wall / Stadthausbrücke	53.55084	9.98665
29960	Am Brunnenhof 22, 24 / Gilbertstraße 31	53.554235	9.958549
